ULAS,imag,e_imag,zmag,e_zmag,Ymag,e_Ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,PhType,chi2,SpType,Ref,Simbad,_RA,_DE
J164131.56+282016.0,21.23,0.09,19.42,0.08,18.51,0.05,17.02,0.02,16.09,0.02,15.29,0.01,14.74,0.03,14.43,0.05,L4.5p  ,25.46,L1     ,12,Simbad,250.3815,28.33778
J164301.33+322407.5,20.7,0.15,18.38,0.05,17.3,0.01,16.39,0.01,15.78,0.02,15.29,0.02,     ,     ,     ,     ,L0:    ,16.1,L1     ,12,Simbad,250.75554,32.40208
J164455.99+311228.4,20.58,0.06,18.32,0.04,17.48,0.02,16.54,0.01,15.89,0.01,15.34,0.01,14.89,0.03,14.56,0.05,L0.5   ,18.69,L0     ,12,Simbad,251.23329,31.20789
J164522.02+300406.6,19.4,0.03,17.42,0.03,16.41,0.01,15.09,0.01,14.24,0.01,13.53,0.01,13.05,0.02,12.72,0.02,L4     ,8.95,L3     ,7,Simbad,251.34175,30.0685
J164646.68+293130.5,20.69,0.09,18.73,0.08,17.87,0.02,16.83,0.01,16.18,0.01,15.63,0.02,15.14,0.03,14.8,0.06,L1     ,10.8,       ,  ,Simbad,251.6945,29.52514
J164718.24+291230.0,21.76,0.19,19.73,0.15,18.65,0.05,17.38,0.02,16.73,0.02,16.15,0.03,     ,     ,     ,     ,L2:    ,4.88,       ,  ,Simbad,251.826,29.20833
J164742.13+300158.9,21.59,0.14,19.61,0.12,18.68,0.04,17.44,0.02,16.76,0.02,16.17,0.03,15.82,0.04,15.65,0.1,L1.5   ,2.82,       ,  ,Simbad,251.92554,30.03303
J164955.93+312852.9,21.52,0.12,19.64,0.12,18.71,0.04,17.3,0.02,16.33,0.01,15.57,0.02,15.08,0.03,14.77,0.05,L4.5   ,14.28,       ,  ,Simbad,252.48304,31.48136
J204342.05+004258.0,20.66,0.13,18.53,0.06,17.74,0.02,16.79,0.02,16.16,0.02,15.65,0.02,15.17,0.04,15.1,0.09,L0     ,10.78,       ,  ,Simbad,310.92521,0.71611
J204429.15+002636.2,21.26,0.1,19.07,0.06,18.31,0.05,17.22,0.03,16.48,0.04,15.99,0.03,15.72,0.05,15.74,0.16,L0.5   ,7.59,       ,  ,Simbad,311.12146,0.44339
J204528.69+005735.2,21.59,0.16,19.43,0.1,18.56,0.05,17.32,0.03,16.79,0.04,16.16,0.03,15.84,0.05,15.86,0.17,L1     ,7.37,       ,  ,Simbad,311.36954,0.95978
J204839.38+005729.3,20.73,0.08,18.68,0.05,17.84,0.02,16.78,0.02,16.2,0.02,15.68,0.02,     ,     ,     ,     ,L0:    ,1.23,       ,  ,Simbad,312.16408,0.95814
J205548.07-003334.7,21.04,0.08,19.21,0.08,18.46,0.04,17.08,0.02,16.24,0.02,15.48,0.02,15.09,0.04,14.77,0.07,L3     ,19.66,       ,  ,Simbad,313.95029,-0.55964
J205922.17+005824.8,21.09,0.09,19.13,0.07,18.37,0.05,17.36,0.03,16.63,0.03,16.06,0.03,15.89,0.05,15.67,0.13,L0     ,6.39,       ,  ,Simbad,314.84237,0.97356
J205958.07-001236.8,20.99,0.07,18.93,0.06,18.08,0.03,17.01,0.02,16.25,0.03,15.75,0.02,15.45,0.04,15.33,0.1,L0.5   ,4.49,       ,  ,Simbad,314.99196,-0.21022
J210013.79+005242.8,21.55,0.13,19.36,0.08,18.58,0.07,17.46,0.04,16.64,0.03,16.1,0.03,15.7,0.05,15.53,0.11,L1.5   ,3.91,       ,  ,Simbad,315.05746,0.87856
J210038.42-003921.3,21.05,0.08,18.92,0.06,18.05,0.03,16.97,0.02,16.26,0.02,15.71,0.02,15.33,0.04,15.28,0.09,L1     ,4.99,       ,  ,Simbad,315.16008,-0.65592
J210515.31-003701.3,20.71,0.06,18.65,0.05,17.72,0.03,16.58,0.02,15.89,0.02,15.27,0.01,14.96,0.04,14.74,0.07,L1.5   ,2.26,       ,  ,Simbad,316.31379,-0.61703
J210607.13-002130.5,20.99,0.46,19.02,0.15,17.97,0.03,16.8,0.02,16.05,0.02,15.37,0.02,     ,     ,     ,     ,L2.5:  ,0.86,       ,  ,Simbad,316.52971,-0.35847
J211045.62+000557.0,21.3,0.08,19.48,0.1,18.25,0.04,17.17,0.02,16.54,0.03,15.9,0.02,     ,     ,     ,     ,L1.5:  ,8.17,L1.5   ,28,Simbad,317.69008,0.09917
J211337.67-004116.3,21.26,0.1,19.97,0.32,18.44,0.04,17.43,0.03,16.92,0.04,16.34,0.04,     ,     ,     ,     ,L0:    ,6.34,       ,  ,Simbad,318.40696,-0.68786
J211846.80-001044.3,20.51,0.05,18.39,0.04,17.41,0.02,16.3,0.01,15.69,0.01,15.17,0.01,14.88,0.03,14.69,0.06,L0.5   ,11.61,L0     ,4,Simbad,319.695,-0.17897
J212218.93-005745.2,21.61,0.13,19.41,0.1,18.51,0.05,17.24,0.03,16.43,0.03,15.75,0.02,15.31,0.04,14.96,0.08,L3.5   ,1.88,       ,  ,Simbad,320.57887,-0.96256
J212359.16-002046.0,20.6,0.05,18.63,0.05,17.81,0.03,16.77,0.02,16.17,0.02,15.56,0.02,15.41,0.04,15.14,0.09,L0     ,5.61,       ,  ,Simbad,320.9965,-0.34611
J212413.99+010002.5,23.33,0.42,18.94,0.05,17.21,0.02,15.83,0.01,16.05,0.02,16.09,0.03,15.66,0.05,14.15,0.04,T4.5   ,18.01,T5     ,3,Simbad,321.05829,1.00069
J213455.38+011126.0,21.21,0.08,19.21,0.06,18.31,0.04,16.92,0.02,16.04,0.02,15.19,0.01,14.55,0.03,14.11,0.05,L5p    ,20.42,       ,  ,Simbad,323.73075,1.19056
J214046.47+011257.5,20.66,0.06,18.38,0.04,17.35,0.02,16.1,0.01,15.35,0.01,14.63,0.01,14.08,0.03,13.83,0.04,L3.5   ,9.19,L3     ,5,Simbad,325.19362,1.21597
J214134.65-005923.1,20.88,0.08,18.81,0.06,18.01,0.03,17.11,0.02,16.37,0.03,15.89,0.02,15.48,0.04,15.31,0.11,L0     ,7.67,       ,  ,Simbad,325.39437,-0.98975
J214533.99+000737.3,20.64,0.06,18.57,0.05,17.65,0.02,16.44,0.01,15.76,0.02,15.24,0.02,14.91,0.03,14.64,0.06,L1.5   ,5.75,L2:    ,6,Simbad,326.39162,0.12703
J214542.50-002756.3,21.43,0.11,19.36,0.08,18.46,0.05,17.32,0.03,16.61,0.03,16.01,0.03,15.72,0.05,15.71,0.15,L1     ,4.84,       ,  ,Simbad,326.42708,-0.46564
J214623.86-000114.9,21.08,0.08,18.94,0.06,18.05,0.03,16.8,0.02,16.05,0.02,15.4,0.02,15.08,0.04,14.78,0.07,L2.5   ,4.15,       ,  ,Simbad,326.59942,-0.02081
J214727.67+010104.0,18.46,0.02,16.48,0.02,15.48,0.01,14.52,0.01,13.92,0.01,13.37,0.01,13.06,0.02,12.73,0.03,L0     ,5.78,M9     ,3,Simbad,326.86529,1.01778
J214850.87-000411.1,21.21,0.09,19.21,0.07,18.22,0.04,17.18,0.03,16.43,0.03,15.9,0.03,15.57,0.05,15.47,0.11,L1     ,4.34,       ,  ,Simbad,327.21196,-0.06975
J215334.37-010438.5,20.97,0.08,19.12,0.08,18.1,0.04,17.07,0.03,16.36,0.03,15.82,0.03,15.66,0.05,15.5,0.12,L0     ,8.18,       ,  ,Simbad,328.39321,-1.07736
J215529.05+005402.9,20.74,0.06,18.99,0.06,17.94,0.04,16.91,0.02,16.24,0.02,15.78,0.02,15.5,0.04,15.01,0.09,L0     ,11.33,       ,  ,Simbad,328.87104,0.90081
J215720.32+012955.9,20.8,0.07,18.81,0.06,18.02,0.04,16.97,0.02,16.16,0.03,15.54,0.02,15.31,0.04,15.07,0.08,L1     ,8.24,       ,  ,Simbad,329.33467,1.49886
J215817.70+000259.9,21.11,0.08,19.14,0.08,18.34,0.04,17.16,0.02,16.38,0.03,15.74,0.02,15.37,0.04,14.98,0.08,L2     ,4.67,L1.5   ,10,Simbad,329.57375,0.04997
J215918.89+030503.5,22.84,0.38,19.43,0.09,18.11,0.03,16.98,0.02,16.29,0.02,15.72,0.02,14.89,0.03,14.28,0.05,T0.5   ,4.99,       ,  ,Simbad,329.82871,3.08431
J221016.26-005900.9,20.85,0.07,18.93,0.06,17.94,0.03,17.11,0.02,16.45,0.04,15.89,0.03,15.51,0.05,15.26,0.09,L0     ,9.66,       ,  ,Simbad,332.56775,-0.98358
J221721.02+043558.7,19.98,0.05,18.41,0.06,17.57,0.02,16.33,0.01,15.57,0.01,14.87,0.01,14.52,0.03,14.23,0.05,L2p    ,43.55,       ,  ,Simbad,334.33758,4.59964
J221925.48+025325.2,21.47,0.13,19.61,0.1,18.78,0.05,17.47,0.03,16.79,0.04,16.26,0.04,16.12,0.07,15.64,0.13,L1     ,11.05,       ,  ,Simbad,334.85617,2.89033
J221959.52+045133.3,20.44,0.05,18.36,0.04,17.54,0.02,16.43,0.01,15.82,0.02,15.22,0.01,14.89,0.03,14.78,0.06,L0.5   ,3.84,       ,  ,Simbad,334.998,4.85925
J222000.33+031030.7,21.4,0.1,19.59,0.1,18.64,0.05,17.49,0.03,16.96,0.06,16.23,0.04,16.01,0.06,15.85,0.15,L0.5   ,5.64,       ,  ,Simbad,335.00137,3.17519
J222026.21+034331.7,20.08,0.05,18.14,0.04,17.29,0.01,16.32,0.01,15.57,0.02,15.04,0.01,14.85,0.03,14.67,0.06,L0     ,9.43,       ,  ,Simbad,335.10921,3.72547
J222239.76+005854.5,22.49,0.25,19.81,0.1,18.77,0.05,17.23,0.03,16.52,0.03,15.84,0.03,15.38,0.04,15,0.08,L4p    ,24.57,       ,  ,Simbad,335.66567,0.98181
J222623.06+044004.1,     ,     ,     ,     ,18.04,0.03,16.9,0.02,17.45,0.07,17.24,0.09,16.86,0.11,14.51,0.06,T7:    ,11,T8     ,17,Simbad,336.59608,4.66781
J222629.69+001209.8,20.87,0.07,18.92,0.07,18.1,0.03,17.04,0.02,16.33,0.03,15.73,0.02,     ,     ,     ,     ,L0.5:  ,2.86,       ,  ,Simbad,336.62371,0.20272
J222736.45+021555.5,21.21,0.07,19.12,0.06,18.25,0.03,17.13,0.02,16.36,0.02,15.81,0.02,15.48,0.04,15.32,0.1,L1.5   ,3.5,       ,  ,Simbad,336.90187,2.26542
J222750.14+060648.6,21.12,0.1,18.91,0.07,18.12,0.03,17.21,0.03,16.51,0.03,16,0.03,15.64,0.04,15.51,0.11,L0     ,6.82,       ,  ,Simbad,336.95892,6.1135
J223042.39+011150.3,19.43,0.03,17.36,0.02,16.51,0.01,15.54,0.01,14.93,0.01,14.42,0.01,14.14,0.03,13.88,0.04,L0     ,7.68,M9     ,5,Simbad,337.67662,1.19731
J223114.76+074459.1,20.53,0.06,18.41,0.05,17.51,0.02,16.4,0.01,15.83,0.01,15.35,0.01,15,0.04,14.74,0.07,L0     ,6.49,       ,  ,Simbad,337.8115,7.74975
J223340.18+070143.3,21.39,0.11,19.16,0.08,18.34,0.04,17.25,0.03,16.9,0.03,16.31,0.03,15.79,0.05,15.59,0.13,L0p    ,21.76,       ,  ,Simbad,338.41742,7.02869
J223435.78+000735.4,21.85,0.15,19.5,0.1,19.03,0.08,17.44,0.03,16.74,0.04,16.15,0.04,15.55,0.04,15.37,0.11,L3     ,15.9,       ,  ,Simbad,338.64908,0.1265
J223544.21+044059.5,20.82,0.06,18.83,0.06,17.87,0.03,16.66,0.02,15.9,0.01,15.3,0.01,14.94,0.04,14.72,0.07,L2     ,3.23,       ,  ,Simbad,338.93421,4.68319
J223552.26+041854.9,19.95,0.05,17.61,0.03,16.56,0.01,15.28,0.01,14.45,0.01,13.79,0.01,13.24,0.03,12.98,0.03,L4     ,12.87,       ,  ,Simbad,338.96775,4.31525
J223636.89+011132.3,21.81,0.14,19.62,0.09,18.45,0.04,17.11,0.02,16.24,0.02,15.47,0.02,14.93,0.04,14.65,0.07,L5     ,7.67,L3.5   ,29,Simbad,339.15371,1.19231
J223710.35+055058.5,21.47,0.13,19.39,0.09,18.56,0.04,17.41,0.03,16.74,0.03,16.22,0.04,16.01,0.06,15.53,0.15,L0.5   ,3.37,       ,  ,Simbad,339.29312,5.84958
J223717.56+065321.3,21.31,0.08,19.29,0.08,18.46,0.04,17.37,0.03,16.74,0.03,16.14,0.03,15.86,0.05,15.79,0.19,L0.5   ,1.66,       ,  ,Simbad,339.32317,6.88925
J223756.91+071656.8,22.83,0.44,19.93,0.12,18.87,0.06,17.49,0.03,16.45,0.02,15.66,0.02,14.87,0.04,14.45,0.07,L7     ,6.99,L7.5   ,29,Simbad,339.48712,7.28244
J223918.38+035910.0,21.02,0.15,18.94,0.09,18.14,0.03,16.8,0.01,15.89,0.01,15.19,0.01,14.6,0.03,14.3,0.06,L4.5   ,5.56,       ,  ,Simbad,339.82658,3.98611
J223930.31+051837.5,20.92,0.12,18.91,0.08,17.95,0.03,16.98,0.02,16.38,0.02,15.89,0.02,15.55,0.05,15.25,0.12,L0     ,3.95,       ,  ,Simbad,339.87629,5.31042
J223933.53+084656.6,20.37,0.05,18.46,0.05,17.58,0.02,16.4,0.01,15.57,0.01,14.92,0.01,14.61,0.03,14.47,0.06,L2     ,11.52,       ,  ,Simbad,339.88971,8.78239
J224105.57+023050.1,20.97,0.07,18.97,0.07,18.14,0.03,17.14,0.02,16.42,0.02,15.89,0.02,     ,     ,     ,     ,L0:    ,1.68,       ,  ,Simbad,340.27321,2.51392
J224130.00+073314.1,21.83,0.16,19.92,0.13,18.79,0.06,17.43,0.03,16.51,0.02,15.79,0.03,15.31,0.04,15.1,0.09,L4     ,9.51,       ,  ,Simbad,340.375,7.55392
J224131.54+080131.4,20.23,0.05,18.19,0.04,17.26,0.02,16.13,0.01,15.43,0.01,14.82,0.01,14.49,0.03,14.34,0.05,L1.5   ,3.97,       ,  ,Simbad,340.38142,8.02539
J224147.74+040450.7,20.92,0.12,18.84,0.1,18.15,0.04,17.04,0.03,16.38,0.02,15.85,0.03,15.55,0.05,15.24,0.13,L0     ,2.45,       ,  ,Simbad,340.44892,4.08075
J224237.49+092539.2,21.81,0.15,20.06,0.17,18.9,0.07,17.45,0.03,16.61,0.02,15.88,0.02,15.27,0.04,14.93,0.07,L4.5   ,7.29,       ,  ,Simbad,340.65621,9.42756
J224324.99+045513.8,21.11,0.14,19.08,0.13,18.12,0.03,17.07,0.02,16.4,0.02,15.85,0.02,15.49,0.05,15.29,0.13,L0.5   ,1.39,       ,  ,Simbad,340.85412,4.9205
J224434.15+012500.8,20.5,0.05,18.57,0.05,17.65,0.02,16.64,0.01,15.95,0.01,15.36,0.01,15.03,0.04,14.76,0.08,L0.5   ,2.43,       ,  ,Simbad,341.14229,1.41689
J224523.07+075142.0,21.4,0.13,19.41,0.09,18.39,0.03,17.04,0.02,16.02,0.01,15.19,0.01,     ,     ,     ,     ,L5.5:  ,13.67,       ,  ,Simbad,341.34612,7.86167
J224649.06-002613.1,21.36,0.12,19.16,0.08,18.43,0.04,17.31,0.02,16.69,0.03,16.15,0.03,15.99,0.06,15.56,0.14,L0     ,4.72,       ,  ,Simbad,341.70442,-0.43697
J224749.77+053207.9,21.95,0.2,19.54,0.12,18.6,0.04,17.46,0.03,16.9,0.04,16.43,0.04,16.06,0.06,16.01,0.19,L0     ,10.19,       ,  ,Simbad,341.95737,5.53553
J224835.89+050423.2,20.84,0.07,18.82,0.06,17.93,0.02,17.01,0.02,16.37,0.02,15.79,0.02,15.48,0.04,15.32,0.1,L0     ,4.08,       ,  ,Simbad,342.14954,5.07311
J224940.13-011236.9,21.22,0.09,19.08,0.07,18.09,0.03,16.84,0.02,16.17,0.02,15.54,0.02,15.09,0.04,14.78,0.08,L2.5   ,4.49,       ,  ,Simbad,342.41721,-1.21025
J224953.48+004404.8,21.58,0.14,18.85,0.07,17.81,0.03,16.48,0.01,15.35,0.01,14.43,0.01,13.61,0.03,13.12,0.03,L7p    ,71.26,L3     ,5,Simbad,342.47283,0.73467
J225016.39+080822.4,19.99,0.04,17.71,0.03,16.67,0.01,15.5,0.01,15.05,0.01,14.51,0.01,14.04,0.03,13.71,0.04,L1.5p  ,44.95,L1     ,29,Simbad,342.56829,8.13956
J225258.01+020932.1,20.68,0.06,18.63,0.05,17.74,0.02,16.76,0.01,16.13,0.01,15.56,0.02,15.16,0.04,15.11,0.11,L0     ,5.38,       ,  ,Simbad,343.24171,2.15892
J225514.90-011151.6,20.58,0.06,18.54,0.05,17.6,0.02,16.58,0.01,15.86,0.01,15.29,0.01,15.05,0.04,14.82,0.08,L0.5   ,3.29,L0.5:  ,6,Simbad,343.81208,-1.19767
J225543.13+104708.8,21.01,0.1,18.87,0.07,17.91,0.03,16.74,0.02,16.02,0.02,15.42,0.02,15,0.04,14.87,0.08,L2     ,4.02,       ,  ,Simbad,343.92971,10.78578
J225628.58+022443.0,21.38,0.09,19.19,0.07,18.33,0.04,17.25,0.03,16.58,0.02,15.97,0.02,15.73,0.05,15.38,0.11,L1     ,3.08,       ,  ,Simbad,344.11908,2.41194
J225658.74+095253.5,21.55,0.19,19.14,0.07,18.3,0.04,17.34,0.02,16.68,0.04,16.2,0.03,15.72,0.05,15.61,0.14,L0     ,8.71,       ,  ,Simbad,344.24475,9.88153
J225750.93+055032.7,21.32,0.08,19.43,0.07,18.52,0.05,17.31,0.03,16.64,0.03,16.09,0.02,15.79,0.05,15.58,0.13,L1     ,3.42,       ,  ,Simbad,344.46221,5.84242
J225853.24+114850.0,20.53,0.09,18.24,0.06,17.4,0.01,16.3,0.01,15.67,0.01,15.09,0.01,14.78,0.03,14.72,0.07,L0.5   ,11.64,       ,  ,Simbad,344.72183,11.81389
J230043.06+020014.6,20.94,0.06,18.9,0.05,17.99,0.03,16.57,0.01,15.67,0.01,14.91,0.01,14.42,0.03,14.09,0.04,L4.5   ,11.16,       ,  ,Simbad,345.17942,2.00406
J230110.75+074559.9,19.74,0.03,17.86,0.03,16.71,0.01,15.6,0.01,14.88,0.01,14.24,0.01,13.9,0.03,13.6,0.03,L2     ,11.39,       ,  ,Simbad,345.29479,7.76664
J230117.67+040414.9,19.74,0.03,17.66,0.03,16.81,0.01,15.74,0.01,15.04,0.01,14.45,0.01,14.08,0.03,13.8,0.04,L1     ,1.85,       ,  ,Simbad,345.32362,4.07081
J230307.85+080013.5,21.16,0.08,19.3,0.07,18.43,0.03,17.36,0.02,16.7,0.03,16.17,0.03,16.05,0.06,15.66,0.14,L0     ,5.27,       ,  ,Simbad,345.78271,8.00375
J230424.80+130111.3,21.16,0.11,18.94,0.06,18,0.02,16.69,0.01,15.93,0.02,15.2,0.02,14.69,0.03,14.54,0.06,L3.5   ,4.98,L3.5   ,28,Simbad,346.10333,13.01981
J230443.30+093423.9,21.49,0.13,19.08,0.08,18.21,0.03,17.23,0.02,16.74,0.03,16.27,0.03,15.82,0.05,15.39,0.1,L0p    ,23,       ,  ,Simbad,346.18042,9.57331
J230509.04+110716.7,20.32,0.07,18.32,0.06,17.47,0.02,16.48,0.01,15.81,0.01,15.32,0.01,15.06,0.04,14.78,0.06,L0     ,3.11,       ,  ,Simbad,346.28767,11.12131
J230524.10+061922.9,19.5,0.03,17.48,0.03,16.63,0.01,15.67,0.01,14.91,0.01,14.37,0.01,14.14,0.03,13.99,0.04,L0     ,8.62,       ,  ,Simbad,346.35042,6.32303
J230538.10+052407.2,21.02,0.15,18.9,0.08,17.96,0.02,16.57,0.01,15.67,0.01,14.93,0.01,14.43,0.03,14.09,0.04,L4.5   ,5.51,       ,  ,Simbad,346.40875,5.402
J230559.95+070554.1,21,0.08,19.05,0.07,18.08,0.03,17.1,0.02,16.49,0.02,15.9,0.02,15.88,0.05,15.43,0.11,L0     ,12.38,       ,  ,Simbad,346.49979,7.09836
J230651.66+062529.8,20.96,0.07,18.79,0.05,17.9,0.03,16.75,0.02,16.06,0.02,15.49,0.02,15.22,0.04,15.11,0.08,L1     ,9.71,       ,  ,Simbad,346.71525,6.42494
J230722.59-005746.7,21.79,0.17,19.75,0.13,18.63,0.05,17.46,0.03,16.9,0.03,16.6,0.04,16.11,0.06,15.64,0.15,L0p    ,22.34,L1     ,10,Simbad,346.84412,-0.96297
J230807.04+075446.0,19.84,0.03,17.92,0.03,16.9,0.01,15.82,0.01,15.18,0.01,14.55,0.01,14.28,0.03,13.98,0.04,L1     ,3.89,       ,  ,Simbad,347.02933,7.91278
J230818.73+062951.4,17.54,0.1,15.36,0.03,14.37,0.01,13.49,0.01,12.85,0.01,12.35,0.01,     ,     ,     ,     ,L0:    ,11.4,       ,  ,Simbad,347.07804,6.49761
J230852.99+025051.9,20.06,0.04,18.21,0.04,17.34,0.02,16.08,0.01,15.2,0.01,14.5,0.01,14.16,0.03,13.92,0.04,L2.5p  ,20.03,       ,  ,Simbad,347.22079,2.84775
J230927.61+130708.4,21.32,0.11,19.57,0.11,18.65,0.04,17.34,0.02,16.57,0.04,15.91,0.03,15.47,0.04,15.1,0.09,L3     ,7.09,       ,  ,Simbad,347.36504,13.119
J231002.26+130635.4,22.01,0.21,19.95,0.15,18.78,0.05,17.48,0.02,16.69,0.04,15.97,0.03,15.46,0.04,15.11,0.08,L4     ,3.35,       ,  ,Simbad,347.50942,13.10983
J231042.40+005435.9,21.34,0.12,19.22,0.08,18.47,0.05,17.14,0.02,16.24,0.03,15.65,0.02,15.26,0.04,15.12,0.09,L3     ,11.8,       ,  ,Simbad,347.67667,0.90997
J231306.45+111556.4,21.43,0.2,19.58,0.16,18.35,0.04,17.34,0.03,16.74,0.03,16.15,0.03,15.84,0.05,15.7,0.15,L0.5   ,5.84,       ,  ,Simbad,348.27687,11.26567
J231321.33+025346.1,20.93,0.07,18.83,0.05,17.88,0.02,16.76,0.02,16.22,0.02,15.68,0.02,15.41,0.04,15.19,0.1,L0     ,8.66,       ,  ,Simbad,348.33887,2.89614
J231519.74+071933.8,21.55,0.09,19.67,0.09,18.63,0.06,17.37,0.03,16.59,0.03,15.89,0.02,15.53,0.05,15.22,0.09,L3     ,4.47,       ,  ,Simbad,348.83225,7.32606
J231531.38+061714.4,20.21,0.04,18.07,0.04,17.01,0.01,15.75,0.01,14.89,0.01,14.11,0.01,13.58,0.03,13.16,0.03,L4.5   ,4.79,       ,  ,Simbad,348.88075,6.28733
J231538.27+064619.2,21.44,0.13,19.19,0.08,18.45,0.05,17.4,0.03,16.87,0.03,16.28,0.03,15.92,0.05,15.76,0.14,L0     ,5.53,       ,  ,Simbad,348.90946,6.772
J231723.94+041722.0,21.06,0.16,19.18,0.11,18.35,0.03,17.42,0.02,16.62,0.02,16.14,0.03,     ,     ,     ,     ,L0:    ,6.25,       ,  ,Simbad,349.34975,4.28944
J231824.60+052142.9,21.81,0.16,19.35,0.08,18.29,0.03,17.1,0.02,16.23,0.02,15.56,0.02,14.79,0.03,14.43,0.06,L5     ,9.45,       ,  ,Simbad,349.6025,5.36192
J231853.18-001301.9,20.42,0.05,18.42,0.04,17.51,0.02,16.43,0.01,15.71,0.01,15.16,0.01,14.76,0.03,14.41,0.06,L1.5   ,3.19,       ,  ,Simbad,349.72158,-0.21719
J231917.91-002135.7,21.45,0.1,19.59,0.09,18.6,0.04,17.41,0.03,16.65,0.03,16.1,0.03,15.88,0.06,15.79,0.15,L1.5   ,9.23,       ,  ,Simbad,349.82462,-0.35992
J232016.32+064222.9,20.92,0.1,18.69,0.05,17.83,0.03,16.72,0.02,16.05,0.02,15.49,0.02,14.92,0.04,14.58,0.06,L2     ,13.71,       ,  ,Simbad,350.068,6.70636
J232035.29+144829.8,22.82,0.34,19.8,0.15,17.94,0.03,16.76,0.02,17.11,0.04,17.25,0.1,16.59,0.08,14.34,0.06,T7     ,17.44,T7     ,15,Simbad,350.14704,14.80828
J232123.79+135454.9,24.21,0.5,20,0.12,17.65,0.03,16.69,0.02,17.09,0.06,17.36,0.1,16.94,0.12,14.11,0.06,T7     ,18.04,T7.5   ,15,Simbad,350.34912,13.91525
J232145.63+055950.6,19.72,0.04,17.64,0.03,16.76,0.01,15.82,0.01,15.23,0.01,14.71,0.01,14.42,0.03,14.08,0.05,L0     ,9.16,       ,  ,Simbad,350.44012,5.99739
J232234.43+104426.0,21.12,0.12,19.31,0.1,18.36,0.04,17.27,0.03,16.61,0.03,15.96,0.03,15.65,0.05,15.13,0.1,L1.5   ,6.44,       ,  ,Simbad,350.64346,10.74056
J232254.37+121159.7,     ,     ,     ,     ,18.66,0.06,17.29,0.02,17.14,0.05,17.13,0.07,     ,     ,     ,     ,T3.5:: ,5.65,       ,  ,Simbad,350.72654,12.19992
J232304.16+050450.3,20.5,0.08,18.39,0.07,17.47,0.02,16.32,0.01,15.57,0.01,14.96,0.01,14.61,0.03,14.45,0.06,L1.5   ,5.48,       ,  ,Simbad,350.76733,5.08064
J232307.11+054113.3,21.93,0.3,19.36,0.13,18.23,0.04,17.08,0.02,16.11,0.02,15.45,0.02,14.64,0.03,14.09,0.04,L8.5   ,3.25,       ,  ,Simbad,350.77962,5.68703
J232315.39+071931.0,23.36,0.35,19.82,0.1,18.5,0.04,17.3,0.02,16.55,0.03,16.2,0.03,15.47,0.04,14.76,0.07,T1     ,3.94,T2     ,19,Simbad,350.81412,7.32528
J232327.17+042429.0,20.59,0.09,18.24,0.06,17.43,0.02,16.27,0.01,15.52,0.01,14.91,0.01,14.57,0.03,14.39,0.05,L1.5   ,10.25,       ,  ,Simbad,350.86321,4.40806
J232332.37+090303.7,19.96,0.04,17.88,0.03,17.14,0.01,16.07,0.01,15.46,0.01,14.96,0.01,14.66,0.03,14.34,0.05,L0     ,4.69,       ,  ,Simbad,350.88487,9.05103
J232343.37+051824.5,21.52,0.14,19.62,0.1,18.57,0.04,17.43,0.02,16.74,0.03,16.16,0.03,15.83,0.05,15.52,0.13,L1.5   ,1.87,       ,  ,Simbad,350.93071,5.30681
J232345.77+075922.6,21.14,0.1,19.17,0.08,18.26,0.04,17.17,0.02,16.55,0.03,16.25,0.04,15.85,0.05,15.56,0.13,L0     ,11.88,       ,  ,Simbad,350.94071,7.98961
J232425.45+131825.6,20.03,0.03,18.05,0.04,17.17,0.01,16.18,0.01,15.54,0.01,15.01,0.01,14.78,0.03,14.5,0.08,L0     ,3.5,       ,  ,Simbad,351.10604,13.30711
J232438.70+050343.7,20.96,0.07,18.77,0.06,17.76,0.02,16.79,0.02,16.13,0.02,15.6,0.02,15.12,0.04,14.78,0.07,L1     ,15.04,       ,  ,Simbad,351.16125,5.06214
J232447.53+104154.4,19.43,0.03,17.37,0.03,16.52,0.01,15.55,0.01,14.93,0.01,14.4,0.01,14.14,0.03,13.9,0.05,L0     ,6.89,       ,  ,Simbad,351.19804,10.69844
J232527.18+091628.5,21.62,0.15,19.34,0.09,18.65,0.05,17.42,0.03,16.68,0.03,16.12,0.03,15.88,0.06,15.54,0.14,L1.5   ,6.6,       ,  ,Simbad,351.36325,9.27458
J232608.18+074017.6,20.71,0.07,18.67,0.06,17.72,0.02,16.74,0.02,16.14,0.02,15.6,0.02,15.41,0.05,15.18,0.09,L0     ,7.41,       ,  ,Simbad,351.53408,7.67156
J232647.13+111435.2,21.27,0.12,19.27,0.09,18.49,0.04,17.44,0.03,16.81,0.03,16.25,0.03,16,0.06,15.64,0.19,L0     ,1.08,       ,  ,Simbad,351.69637,11.24311
J232715.67+151729.5,20.93,0.07,18.64,0.04,17.54,0.02,16.2,0.01,15.36,0.01,14.68,0.01,14.17,0.03,14,0.04,L4p    ,21.57,L3.5   ,29,Simbad,351.81529,15.29153
J232810.55+065817.8,20.71,0.05,18.82,0.05,17.88,0.03,16.91,0.02,16.19,0.02,15.66,0.02,     ,     ,     ,     ,L0:    ,3.68,       ,  ,Simbad,352.04396,6.97161
